canonical_url,locale,page_type,clicks,impressions,ctr_percent,average_position,source_url_count,source_urls
https://www.halatao.cz/cs/sluzby/system-pro-rizeni-poptavek-a-zakazek/,cs,service,2,176,1.14,12.11,3,https://www.halatao.cz/cs/sluzby/system-pro-rizeni-poptavek-a-zakazek | https://www.halatao.cz/cs/sluzby/system-pro-rizeni-poptavek-nabidek-a-realizace | https://www.halatao.cz/cs/sluzby/system-pro-rizeni-poptavek-nabidek-a-realizace/
https://www.halatao.cz/en/comparisons/nextjs-vs-spa-for-business-apps/,en,comparison,0,130,0.00,10.16,1,https://www.halatao.cz/en/comparisons/nextjs-vs-spa-for-business-apps
https://www.halatao.cz/en/guides/how-to-automate-request-processing/,en,guide,0,108,0.00,28.85,2,https://www.halatao.cz/en/guides/how-to-automate-request-processing | https://www.halatao.cz/en/guides/how-to-automate-request-processing/
https://www.halatao.cz/en/use-cases/partner-portal-for-b2b-company/,en,use_case,0,103,0.00,19.17,2,https://www.halatao.cz/en/use-cases/partner-portal-for-b2b-company | https://www.halatao.cz/en/use-cases/partner-portal-for-b2b-company/
https://www.halatao.cz/en/guides/how-to-manage-jobs-without-excel/,en,guide,0,84,0.00,15.90,2,https://www.halatao.cz/en/guides/how-to-manage-jobs-without-excel | https://www.halatao.cz/en/guides/how-to-manage-jobs-without-excel/
https://www.halatao.cz/cs/priklady/system-pro-poptavky-nabidky-a-realizaci/,cs,use_case,0,60,0.00,7.75,2,https://www.halatao.cz/cs/priklady/system-pro-poptavky-nabidky-a-realizaci | https://www.halatao.cz/cs/priklady/workflow-poptavka-nabidka-realizace/
https://www.halatao.cz/cs/,cs,home,10,58,17.24,3.60,3,https://www.halatao.cz/ | https://www.halatao.cz/cs | https://www.halatao.cz/cs/
https://www.halatao.cz/cs/pruvodce/jak-automatizovat-zpracovani-poptavek/,cs,guide,0,57,0.00,5.24,2,https://www.halatao.cz/cs/pruvodce/jak-automatizovat-zpracovani-poptavek | https://www.halatao.cz/cs/pruvodce/jak-automatizovat-zpracovani-poptavek/
https://www.halatao.cz/cs/sluzby/ai-automatizace-a-integrace/,cs,service,0,42,0.00,20.14,2,https://www.halatao.cz/cs/sluzby/ai-automatizace-a-integrace | https://www.halatao.cz/cs/sluzby/ai-automatizace-a-integrace/
https://www.halatao.cz/cs/priklady/workflow-automatizace/,cs,use_case,1,35,2.86,23.11,1,https://www.halatao.cz/cs/priklady/workflow-automatizace
https://www.halatao.cz/en/use-cases/internal-approval-system/,en,use_case,0,31,0.00,7.48,1,https://www.halatao.cz/en/use-cases/internal-approval-system
https://www.halatao.cz/cs/pruvodce/jak-odhalit-rucni-prepisovani-dat/,cs,guide,0,31,0.00,6.22,2,https://www.halatao.cz/cs/pruvodce/jak-odhalit-rucni-prepisovani-dat | https://www.halatao.cz/cs/pruvodce/jak-odhalit-rucni-prepisovani-dat/
https://www.halatao.cz/en/guides/how-to-plan-an-mvp-web-application/,en,guide,0,29,0.00,8.55,1,https://www.halatao.cz/en/guides/how-to-plan-an-mvp-web-application
https://www.halatao.cz/cs/problemy/potrebujeme-nahradit-excel-ve-firemnim-procesu/,cs,problem,0,26,0.00,4.50,1,https://www.halatao.cz/cs/problemy/potrebujeme-nahradit-excel-ve-firemnim-procesu
https://www.halatao.cz/en/,en,home,0,26,0.00,5.23,1,https://www.halatao.cz/en/
https://www.halatao.cz/en/templates/api-integration-checklist/,en,tool,0,23,0.00,6.13,1,https://www.halatao.cz/en/templates/api-integration-checklist
https://www.halatao.cz/cs/lokality/brno/,cs,location,0,23,0.00,19.43,1,https://www.halatao.cz/cs/lokality/brno
https://www.halatao.cz/en/services/existing-app-takeover/,en,service,0,21,0.00,6.77,2,https://www.halatao.cz/en/services/existing-app-takeover | https://www.halatao.cz/en/services/existing-app-takeover/
https://www.halatao.cz/cs/sluzby/interni-systemy-na-miru/,cs,service,0,20,0.00,10.00,1,https://www.halatao.cz/cs/sluzby/interni-systemy-na-miru
https://www.halatao.cz/cs/pruvodce/jak-naplanovat-mvp-webove-aplikace/,cs,guide,0,18,0.00,14.78,2,https://www.halatao.cz/cs/pruvodce/jak-naplanovat-mvp-webove-aplikace | https://www.halatao.cz/cs/pruvodce/jak-naplanovat-mvp-webove-aplikace/
https://www.halatao.cz/en/use-cases/reporting-dashboard-development/,en,use_case,0,16,0.00,8.75,1,https://www.halatao.cz/en/use-cases/reporting-dashboard-development
https://www.halatao.cz/cs/sluzby/prevzeti-a-rozvoj-existujici-aplikace/,cs,service,0,15,0.00,6.60,1,https://www.halatao.cz/cs/sluzby/prevzeti-a-rozvoj-existujici-aplikace
https://www.halatao.cz/en/use-cases/ai-intake-processing-and-triage/,en,use_case,0,14,0.00,12.71,1,https://www.halatao.cz/en/use-cases/ai-intake-processing-and-triage
https://www.halatao.cz/cs/priklady/workflow-aplikace-pro-tym/,cs,use_case,0,13,0.00,16.15,1,https://www.halatao.cz/cs/priklady/workflow-aplikace-pro-tym
https://www.halatao.cz/en/discuss-your-project/,en,inquiry,0,13,0.00,8.00,2,https://www.halatao.cz/en/discuss-your-project | https://www.halatao.cz/en/discuss-your-project/
https://www.halatao.cz/en/templates/checklist-for-migrating-from-spreadsheets-to-an-internal-tool/,en,tool,0,12,0.00,6.25,1,https://www.halatao.cz/en/templates/checklist-for-migrating-from-spreadsheets-to-an-internal-tool
https://www.halatao.cz/cs/priklady/dashboard-pro-management/,cs,use_case,0,12,0.00,28.42,1,https://www.halatao.cz/cs/priklady/dashboard-pro-management
https://www.halatao.cz/cs/pruvodce/dashboard-pro-management-z-vice-systemu/,cs,guide,0,12,0.00,40.08,1,https://www.halatao.cz/cs/pruvodce/dashboard-pro-management-z-vice-systemu
https://www.halatao.cz/en/services/custom-web-application-development/,en,service,0,12,0.00,16.92,2,https://www.halatao.cz/en/services/custom-web-application-development | https://www.halatao.cz/en/services/custom-web-application-development/
https://www.halatao.cz/en/use-cases/internal-admin-system/,en,use_case,0,11,0.00,5.55,2,https://www.halatao.cz/en/use-cases/internal-admin-system | https://www.halatao.cz/en/use-cases/internal-admin-system/
https://www.halatao.cz/cs/problemy/potrebujeme-modernizovat-legacy-aplikaci/,cs,problem,0,11,0.00,15.64,2,https://www.halatao.cz/cs/problemy/potrebujeme-modernizovat-legacy-aplikaci | https://www.halatao.cz/cs/problemy/potrebujeme-modernizovat-legacy-aplikaci/
https://www.halatao.cz/en/guides/how-to-prepare-discovery-for-automation-and-integrations/,en,guide,0,9,0.00,6.33,1,https://www.halatao.cz/en/guides/how-to-prepare-discovery-for-automation-and-integrations
https://www.halatao.cz/en/contract-development-support/,en,service,0,9,0.00,8.11,1,https://www.halatao.cz/en/contract-development-support
https://www.halatao.cz/cs/pruvodce/jak-pripravit-discovery-pro-automatizaci-a-integrace/,cs,guide,0,9,0.00,8.67,1,https://www.halatao.cz/cs/pruvodce/jak-pripravit-discovery-pro-automatizaci-a-integrace
https://www.halatao.cz/en/services/automations-and-integrations/,en,service,0,9,0.00,21.56,2,https://www.halatao.cz/en/services/automations-and-integrations | https://www.halatao.cz/en/services/automations-and-integrations/
https://www.halatao.cz/en/templates/automation-discovery-checklist/,en,tool,0,8,0.00,5.12,1,https://www.halatao.cz/en/templates/automation-discovery-checklist
https://www.halatao.cz/en/use-cases/b2b-client-portal/,en,use_case,0,8,0.00,5.12,1,https://www.halatao.cz/en/use-cases/b2b-client-portal
https://www.halatao.cz/cs/priklady/b2b-klientsky-portal/,cs,use_case,0,8,0.00,11.00,1,https://www.halatao.cz/cs/priklady/b2b-klientsky-portal
https://www.halatao.cz/en/comparisons/rewrite-vs-incremental-app-improvement/,en,comparison,0,7,0.00,8.00,1,https://www.halatao.cz/en/comparisons/rewrite-vs-incremental-app-improvement
https://www.halatao.cz/en/guides/when-an-internal-tool-is-better-than-saas/,en,guide,0,7,0.00,8.86,1,https://www.halatao.cz/en/guides/when-an-internal-tool-is-better-than-saas
https://www.halatao.cz/cs/srovnani/vyvoj-na-miru-vs-saas/,cs,comparison,0,5,0.00,7.00,1,https://www.halatao.cz/cs/srovnani/vyvoj-na-miru-vs-saas
https://www.halatao.cz/en/templates/release-process-stabilization-checklist/,en,tool,0,5,0.00,7.00,1,https://www.halatao.cz/en/templates/release-process-stabilization-checklist
https://www.halatao.cz/cs/priklady/interni-schvalovaci-system/,cs,use_case,0,5,0.00,30.60,1,https://www.halatao.cz/cs/priklady/interni-schvalovaci-system
https://www.halatao.cz/cs/lokality/ostrava/,cs,location,1,4,25.00,9.00,1,https://www.halatao.cz/cs/lokality/ostrava
https://www.halatao.cz/en/use-cases/ai-over-internal-documents/,en,use_case,0,4,0.00,4.50,1,https://www.halatao.cz/en/use-cases/ai-over-internal-documents
https://www.halatao.cz/en/guides/management-dashboard-from-multiple-systems/,en,guide,0,4,0.00,6.50,1,https://www.halatao.cz/en/guides/management-dashboard-from-multiple-systems
https://www.halatao.cz/en/comparisons/custom-web-app-vs-saas-tool/,en,comparison,0,4,0.00,8.00,1,https://www.halatao.cz/en/comparisons/custom-web-app-vs-saas-tool
https://www.halatao.cz/cs/priklady/reporting-dashboard/,cs,use_case,0,4,0.00,8.50,1,https://www.halatao.cz/cs/priklady/reporting-dashboard
https://www.halatao.cz/en/comparisons/internal-tool-vs-spreadsheets-and-email/,en,comparison,0,4,0.00,17.00,1,https://www.halatao.cz/en/comparisons/internal-tool-vs-spreadsheets-and-email
https://www.halatao.cz/cs/popsat-projekt/,cs,inquiry,0,4,0.00,18.25,1,https://www.halatao.cz/cs/popsat-projekt
https://www.halatao.cz/cs/problemy/poptavky-nabidky-a-realizace-v-excelu-a-emailu/,cs,problem,0,4,0.00,9.00,2,https://www.halatao.cz/cs/problemy/poptavky-nabidky-a-realizace-v-excelu-a-emailu | https://www.halatao.cz/cs/problemy/poptavky-nabidky-a-realizace-v-tabulkach-a-emailu
https://www.halatao.cz/cs/pripadovky/integrace-nekolika-systemu/,cs,case_study,0,4,0.00,29.75,2,https://www.halatao.cz/cs/pripadovky/integrace-nekolika-systemu | https://www.halatao.cz/cs/pripadovky/integrace-nekolika-systemu/
https://www.halatao.cz/cs/sluzby/automatizace-a-integrace/,cs,service,0,4,0.00,9.25,2,https://www.halatao.cz/cs/sluzby/automatizace-a-integrace | https://www.halatao.cz/cs/sluzby/automatizace-a-integrace/
https://www.halatao.cz/cs/priklady/ai-zpracovani-prichozi-agendy/,cs,use_case,1,3,33.33,7.67,1,https://www.halatao.cz/cs/priklady/ai-zpracovani-prichozi-agendy
https://www.halatao.cz/cs/sluzby/vyvoj-webovych-aplikaci-na-miru/,cs,service,0,3,0.00,1.67,1,https://www.halatao.cz/cs/sluzby/vyvoj-webovych-aplikaci-na-miru
https://www.halatao.cz/cs/problemy/potrebujeme-klientsky-portal/,cs,problem,0,3,0.00,4.33,1,https://www.halatao.cz/cs/problemy/potrebujeme-klientsky-portal
https://www.halatao.cz/cs/priklady/partnersky-portal-pro-b2b-firmu/,cs,use_case,0,3,0.00,5.00,1,https://www.halatao.cz/cs/priklady/partnersky-portal-pro-b2b-firmu
https://www.halatao.cz/cs/pruvodce/,cs,hub,0,3,0.00,5.33,1,https://www.halatao.cz/cs/pruvodce
https://www.halatao.cz/en/guides/how-to-estimate-a-custom-web-app/,en,guide,0,3,0.00,5.67,1,https://www.halatao.cz/en/guides/how-to-estimate-a-custom-web-app
https://www.halatao.cz/cs/pruvodce/jak-ridit-zakazky-bez-excelu/,cs,guide,0,3,0.00,11.67,2,https://www.halatao.cz/cs/pruvodce/jak-ridit-zakazky-bez-excelu | https://www.halatao.cz/cs/pruvodce/jak-ridit-zakazky-bez-excelu/
https://www.halatao.cz/cs/priklady/ai-nad-internimi-dokumenty/,cs,use_case,0,2,0.00,2.50,1,https://www.halatao.cz/cs/priklady/ai-nad-internimi-dokumenty
https://www.halatao.cz/en/services/,en,hub,0,2,0.00,3.00,1,https://www.halatao.cz/en/services/
https://www.halatao.cz/cs/pruvodce/jak-prevzit-existujici-aplikaci-bez-rizika/,cs,guide,0,2,0.00,4.50,1,https://www.halatao.cz/cs/pruvodce/jak-prevzit-existujici-aplikaci-bez-rizika
https://www.halatao.cz/en/problems/we-need-senior-contract-capacity/,en,problem,0,2,0.00,5.00,1,https://www.halatao.cz/en/problems/we-need-senior-contract-capacity
https://www.halatao.cz/cs/pruvodce/kdy-se-vyplati-automatizace-procesu/,cs,guide,0,2,0.00,5.50,1,https://www.halatao.cz/cs/pruvodce/kdy-se-vyplati-automatizace-procesu
https://www.halatao.cz/cs/problemy/potrebujeme-prevzit-rozpracovanou-aplikaci/,cs,problem,0,2,0.00,6.00,1,https://www.halatao.cz/cs/problemy/potrebujeme-prevzit-rozpracovanou-aplikaci
https://www.halatao.cz/en/technology/api-integrations/,en,technology,0,2,0.00,6.00,1,https://www.halatao.cz/en/technology/api-integrations
https://www.halatao.cz/cs/pripadovky/prevzeti-existujici-aplikace/,cs,case_study,0,2,0.00,7.50,1,https://www.halatao.cz/cs/pripadovky/prevzeti-existujici-aplikace
https://www.halatao.cz/en/problems/our-app-is-slow-and-hard-to-maintain/,en,problem,0,2,0.00,8.50,1,https://www.halatao.cz/en/problems/our-app-is-slow-and-hard-to-maintain
https://www.halatao.cz/cs/priklady/interni-admin-system/,cs,use_case,0,2,0.00,9.00,1,https://www.halatao.cz/cs/priklady/interni-admin-system
https://www.halatao.cz/en/case-studies/multi-system-integration/,en,case_study,0,2,0.00,9.00,1,https://www.halatao.cz/en/case-studies/multi-system-integration
https://www.halatao.cz/en/templates/internal-tool-scope-worksheet/,en,tool,0,2,0.00,12.50,1,https://www.halatao.cz/en/templates/internal-tool-scope-worksheet
https://www.halatao.cz/cs/pruvodce/jak-nacenit-webovou-aplikaci/,cs,guide,0,2,0.00,3.00,2,https://www.halatao.cz/cs/pruvodce/jak-nacenit-webovou-aplikaci | https://www.halatao.cz/cs/pruvodce/jak-nacenit-webovou-aplikaci/
https://www.halatao.cz/en/templates/,en,hub,0,1,0.00,3.00,1,https://www.halatao.cz/en/templates
https://www.halatao.cz/cs/srovnani/interni-system-vs-excel-a-email/,cs,comparison,0,1,0.00,4.00,1,https://www.halatao.cz/cs/srovnani/interni-system-vs-excel-a-email
https://www.halatao.cz/en/guides/how-to-stabilize-a-slow-business-app/,en,guide,0,1,0.00,5.00,1,https://www.halatao.cz/en/guides/how-to-stabilize-a-slow-business-app
https://www.halatao.cz/en/use-cases/system-for-requests-offers-and-delivery/,en,use_case,0,1,0.00,5.00,1,https://www.halatao.cz/en/use-cases/system-for-requests-offers-and-delivery/
https://www.halatao.cz/cs/priklady/operativni-system-pro-servisni-tym/,cs,use_case,0,1,0.00,6.00,1,https://www.halatao.cz/cs/priklady/operativni-system-pro-servisni-tym
https://www.halatao.cz/en/problems/we-need-to-modernize-a-legacy-business-app/,en,problem,0,1,0.00,6.00,1,https://www.halatao.cz/en/problems/we-need-to-modernize-a-legacy-business-app
https://www.halatao.cz/en/how-project-delivery-works/,en,process,0,1,0.00,7.00,1,https://www.halatao.cz/en/how-project-delivery-works/
https://www.halatao.cz/cs/priklady/klientsky-portal/,cs,use_case,0,1,0.00,8.00,1,https://www.halatao.cz/cs/priklady/klientsky-portal
https://www.halatao.cz/en/templates/app-takeover-checklist/,en,tool,0,1,0.00,8.00,1,https://www.halatao.cz/en/templates/app-takeover-checklist
https://www.halatao.cz/cs/pruvodce/kdy-dava-smysl-ai-ve-firme/,cs,guide,0,1,0.00,9.00,1,https://www.halatao.cz/cs/pruvodce/kdy-dava-smysl-ai-ve-firme
https://www.halatao.cz/en/problems/we-need-to-replace-spreadsheets-in-an-operational-process/,en,problem,0,1,0.00,9.00,1,https://www.halatao.cz/en/problems/we-need-to-replace-spreadsheets-in-an-operational-process
https://www.halatao.cz/cs/pripadovky/,cs,hub,0,1,0.00,10.00,1,https://www.halatao.cz/cs/pripadovky
https://www.halatao.cz/cs/srovnani/rewrite-vs-postupny-rozvoj-aplikace/,cs,comparison,0,1,0.00,10.00,1,https://www.halatao.cz/cs/srovnani/rewrite-vs-postupny-rozvoj-aplikace
https://www.halatao.cz/en/problems/we-need-a-client-portal/,en,problem,0,1,0.00,11.00,1,https://www.halatao.cz/en/problems/we-need-a-client-portal/
https://www.halatao.cz/en/use-cases/workflow-app-for-teams/,en,use_case,0,1,0.00,13.00,1,https://www.halatao.cz/en/use-cases/workflow-app-for-teams
https://www.halatao.cz/cs/pruvodce/kdy-dava-smysl-vyvoj-na-miru/,cs,guide,0,1,0.00,18.00,1,https://www.halatao.cz/cs/pruvodce/kdy-dava-smysl-vyvoj-na-miru/
